book_id,title,count_rentals,rental_rank
440, Customizable fresh-thinking task-force,1,261
904, Grass-roots client-server product,1,261
601, Front-line bifurcated portal,1,261
4, Decentralized needs-based product,1,261
927, Up-sized optimizing alliance,1,261
990, Profit-focused even-keeled artificial intelligence,1,261
723, Enterprise-wide optimizing standardization,1,261
497, Total even-keeled time-frame,1,261
96, Business-focused eco-centric circuit,1,261
973, Front-line regional moderator,1,261
610, Balanced next generation intranet,1,261
79, Re-engineered zero-defect strategy,1,261
234, Reactive demand-driven paradigm,1,261
247, Realigned static array,1,261
155, Virtual logistical implementation,1,261
32, Mandatory zero-defect productivity,1,261
198, Managed mobile matrices,1,261
387, Reduced systemic strategy,1,261
28, Team-oriented optimal hub,1,261
212, Reactive zero administration time-frame,1,261
722, Fully-configurable empowering middleware,1,261
844, Configurable contextually-based analyzer,1,261
997, Down-sized human-resource strategy,1,261
53, Devolved 24hour leverage,1,261
898, Customer-focused secondary functionalities,1,261
609, Organized full-range help-desk,1,261
416, Reactive disintermediate complexity,1,261
616, Integrated next generation capacity,1,261
195, Polarized empowering contingency,1,261
586, Reactive actuating budgetary management,1,261
980, User-centric local artificial intelligence,1,261
199, Centralized optimal standardization,1,261
631, Robust cohesive task-force,1,261
666, Exclusive uniform policy,1,261
956, Open-architected background software,1,261
542, Reverse-engineered motivating moderator,1,261
6, Front-line 24/7 concept,1,261
395, Enhanced heuristic model,1,261
958, Virtual eco-centric workforce,1,261
295, Optimized bi-directional paradigm,1,261
882, Cross-group exuding task-force,1,261
369, Pre-emptive even-keeled benchmark,1,261
213, Assimilated 4thgeneration capacity,1,261
955, Right-sized reciprocal middleware,1,261
107, Open-architected national service-desk,1,261
1114,New Book Title,1,261
258, Implemented dedicated installation,1,261
446, Business-focused next generation throughput,1,261
638, Face-to-face bi-directional encoding,1,261
690, Grass-roots 5thgeneration time-frame,1,261
46, Team-oriented high-level functionalities,1,261
378, Compatible neutral time-frame,1,261
839, Organized context-sensitive hub,1,261
362, Decentralized intermediate definition,1,261
920, Open-source multi-tasking productivity,1,261
219, Synergistic bi-directional groupware,1,261
84, User-centric coherent emulation,1,261
460, User-friendly attitude-oriented capacity,1,261
499, Assimilated mission-critical Internet solution,1,261
78, Fully-configurable encompassing budgetary management,1,261
278, Optimized mobile algorithm,1,261
66, Optimized bi-directional Local Area Network,1,261
16, Networked 24hour frame,1,261
968, Synergistic executive model,1,261
276, Monitored didactic synergy,1,261
231, Business-focused dedicated alliance,1,261
326, De-engineered asynchronous core,1,261
993, Assimilated full-range archive,1,261
393, Organic 3rdgeneration conglomeration,1,261
712, Business-focused explicit frame,1,261
994, Extended responsive extranet,1,261
250, Exclusive radical ability,1,261
413, Right-sized static migration,1,261
512, Organized neutral process improvement,1,261
206, Organized systemic task-force,1,261
100, Fully-configurable national complexity,1,261
946, Mandatory content-based moratorium,1,261
150, Organic value-added encryption,1,261
656, Re-engineered systemic implementation,1,261
439, Cloned tangible migration,1,261
524, Multi-tiered uniform function,1,261
611, Automated needs-based synergy,1,261
284, Business-focused asymmetric superstructure,1,261
621, Ameliorated client-server complexity,1,261
70, Customizable composite productivity,1,261
962, User-centric local monitoring,1,261
570, Right-sized regional leverage,1,261
106, Upgradable encompassing open system,1,261
270, Multi-channeled context-sensitive installation,1,261
995, Synergistic tangible open system,1,261
822, Ergonomic high-level implementation,1,261
901, De-engineered uniform info-mediaries,1,261
530, Polarized maximized leverage,1,261
928, Digitized even-keeled hub,1,261
762, Implemented asymmetric functionalities,1,261
465, Vision-oriented foreground circuit,1,261
414, Re-engineered homogeneous forecast,1,261
64, Enterprise-wide motivating throughput,1,261
520, Devolved fresh-thinking policy,1,261
55, Switchable needs-based pricing structure,1,261
290, Advanced content-based collaboration,1,261
795, Reverse-engineered 3rdgeneration ability,1,261
652, Networked next generation extranet,1,261
809, Reactive impactful standardization,1,261
277, Down-sized motivating structure,1,261
464, Ergonomic discrete protocol,1,261
640, Self-enabling intangible migration,1,261
908, Team-oriented fault-tolerant pricing structure,1,261
942, Intuitive real-time complexity,1,261
455, Enterprise-wide heuristic database,1,261
370, Progressive analyzing moratorium,1,261
115, Triple-buffered intermediate workforce,1,261
13, Progressive intermediate strategy,1,261
97, Streamlined empowering software,1,261
51, Profound coherent circuit,1,261
930, Focused encompassing database,1,261
701, Grass-roots full-range protocol,1,261
59, Phased zero-defect functionalities,1,261
735, Team-oriented composite attitude,1,261
824, Organic regional product,1,261
854, Virtual responsive leverage,1,261
389, Fully-configurable well-modulated flexibility,1,261
127, Pre-emptive hybrid portal,1,261
863, Realigned coherent open system,1,261
538, Fundamental grid-enabled flexibility,1,261
60, Configurable national instruction set,1,261
287, Right-sized empowering hub,1,261
518, Pre-emptive zero-defect task-force,1,261
289, Persistent real-time standardization,1,261
567, Integrated mobile software,1,261
583, Diverse modular synergy,1,261
166, Proactive dynamic neural-net,1,261
495, Diverse interactive knowledgebase,1,261
744, Versatile modular knowledge user,1,261
142, Monitored 5thgeneration system engine,1,261
490, Automated system-worthy complexity,1,261
527, Secured static groupware,1,261
682, Intuitive zero tolerance protocol,1,261
924, Devolved zero tolerance leverage,1,261
663, Inverse intangible extranet,1,261
471, Face-to-face grid-enabled encryption,1,261
816, Phased global product,1,261
306, Persevering client-driven Graphical User Interface,1,261
513, Secured empowering archive,1,261
147, Streamlined system-worthy secured line,1,261
469, Customizable needs-based interface,1,261
860, Integrated client-driven standardization,1,261
153, Vision-oriented attitude-oriented monitoring,1,261
507, Ergonomic human-resource concept,1,261
412, Open-source cohesive superstructure,1,261
391, Triple-buffered coherent contingency,1,261
775, Horizontal regional monitoring,1,261
598, Persevering non-volatile budgetary management,1,261
651, Vision-oriented optimizing implementation,1,261
674, User-friendly disintermediate archive,1,261
118, Down-sized empowering knowledge user,1,261
642, Operative user-facing hardware,1,261
77, Self-enabling 4thgeneration algorithm,1,261
168, Synergistic composite intranet,1,261
725, Total attitude-oriented leverage,1,261
540, Re-contextualized bandwidth-monitored functionalities,1,261
37, Down-sized zero administration time-frame,1,261
175, Pre-emptive object-oriented groupware,1,261
597, Horizontal maximized product,1,261
214, Reduced motivating standardization,1,261
769, Multi-layered disintermediate intranet,1,261
770, Re-engineered national website,1,261
315, Assimilated zero tolerance policy,1,261
293, Total real-time portal,1,261
939, Function-based secondary encryption,1,261
551, Secured hybrid hub,1,261
11, Multi-tiered attitude-oriented challenge,1,261
532, Mandatory content-based adapter,1,261
741, Integrated 24/7 open architecture,1,261
225, Multi-layered next generation concept,1,261
241, Universal high-level Graphical User Interface,1,261
945, Secured multi-state budgetary management,1,261
488, Cross-platform exuding access,1,261
558, Cross-group dedicated emulation,1,261
134, Fundamental user-facing encryption,1,261
756, Future-proofed reciprocal knowledge user,1,261
886, Function-based demand-driven info-mediaries,1,261
975, Proactive neutral open system,1,261
22, Open-architected static archive,1,261
430, Pre-emptive system-worthy instruction set,1,261
102, Devolved fault-tolerant firmware,1,261
354, Implemented hybrid budgetary management,1,261
533, Secured well-modulated policy,1,261
727, Managed needs-based frame,1,261
969, Reverse-engineered local benchmark,1,261
375, Mandatory well-modulated standardization,1,261
374, Exclusive exuding flexibility,1,261
979, Re-contextualized systemic process improvement,1,261
871, Stand-alone 6thgeneration infrastructure,1,261
881, Stand-alone dedicated approach,1,261
385, Fully-configurable scalable flexibility,1,261
783, Advanced executive collaboration,1,261
779, Distributed object-oriented emulation,1,261
840, Customer-focused static ability,1,261
704, Reactive stable concept,1,261
673, Profound content-based concept,1,261
110, De-engineered national moratorium,1,261
285, Organized exuding forecast,1,261
67, Automated static implementation,1,261
976, Phased dynamic core,1,261
3, Optimized analyzing adapter,1,261
716, Object-based discrete focus group,1,261
718, Fundamental content-based Graphical User Interface,1,261
137, Progressive optimal instruction set,1,261
680, Synergistic user-facing moratorium,1,261
758, Monitored mobile paradigm,1,261
246, Secured impactful database,1,261
229, Enhanced systematic structure,1,261
191, Virtual eco-centric parallelism,1,261
966, Integrated attitude-oriented paradigm,1,261
760, Inverse 5thgeneration superstructure,1,261
543, Optional fault-tolerant synergy,1,261
820, Phased explicit framework,1,261
49, Enterprise-wide contextually-based application,1,261
671, Centralized foreground info-mediaries,1,261
580, Programmable responsive firmware,1,261
742, Ameliorated 5thgeneration moderator,1,261
921, Adaptive systematic parallelism,1,261
846, Fully-configurable encompassing standardization,1,261
938, Optional didactic artificial intelligence,1,261
184, Re-contextualized non-volatile system engine,1,261
75, Triple-buffered explicit Graphical User Interface,1,261
877, Open-source stable intranet,1,261
2, Compatible impactful framework,1,261
249, Right-sized demand-driven protocol,1,261
711, Multi-channeled neutral protocol,1,261
364, Decentralized disintermediate groupware,1,261
550, De-engineered coherent secured line,1,261
541, De-engineered intermediate moratorium,1,261
394, Universal exuding success,1,261
360, Realigned responsive flexibility,1,261
453, Multi-tiered homogeneous monitoring,1,261
633, Progressive contextually-based encoding,1,261
743, Proactive real-time portal,1,261
190, Cross-platform multimedia help-desk,1,261
161, Realigned responsive architecture,1,261
922, Digitized scalable neural-net,1,261
858, Compatible context-sensitive system engine,1,261
197, Multi-tiered discrete analyzer,1,261
135, Customizable empowering productivity,1,261
493, Front-line asymmetric Graphic Interface,1,261
999, Automated background attitude,1,261
787, Virtual scalable knowledge user,1,261
554, Multi-layered discrete intranet,1,261
151, Face-to-face needs-based open system,1,261
759, User-friendly 6thgeneration synergy,1,261
876, Visionary upward-trending methodology,1,261
482, Self-enabling regional firmware,1,261
227, Extended solution-oriented productivity,1,261
424, User-centric neutral moratorium,1,261
478, Reactive scalable methodology,1,261
577, Up-sized disintermediate solution,1,261
103, Ergonomic real-time Graphical User Interface,1,261
984, Programmable upward-trending portal,1,261
426, Multi-lateral web-enabled algorithm,1,261
280, Down-sized analyzing infrastructure,1,261
74, Inverse content-based time-frame,1,261
88, Streamlined context-sensitive challenge,1,261
845, Assimilated human-resource migration,1,261
56, Public-key systemic monitoring,1,261
196, Stand-alone user-facing parallelism,1,261
188, Operative bi-directional knowledgebase,1,261
15, Seamless dynamic hierarchy,1,261
189, De-engineered needs-based projection,1,261
522, Cloned solution-oriented benchmark,1,261
767, Customer-focused dynamic intranet,1,261
281, Profit-focused reciprocal pricing structure,1,261
819, Stand-alone reciprocal Internet solution,1,261
156, Visionary object-oriented structure,1,261
691, Down-sized exuding pricing structure,1,261
468, Devolved optimizing time-frame,1,261
42, Horizontal disintermediate adapter,1,261
625, Universal object-oriented data-warehouse,1,261
176, Innovative composite attitude,1,261
632, Switchable web-enabled challenge,1,261
344, Distributed tertiary info-mediaries,1,261
138, Extended asymmetric help-desk,1,261
23, Total optimal encryption,1,261
462, Multi-lateral zero administration middleware,1,261
491, User-centric 6thgeneration frame,1,261
427, Customizable methodical contingency,1,261
703, Operative mission-critical portal,1,261
641, Team-oriented fresh-thinking Graphic Interface,1,261
977, Synchronized encompassing project,1,261
562, Fully-configurable bi-directional forecast,1,261
961, Versatile client-server success,1,261
355, Open-source bifurcated conglomeration,1,261
27, Expanded national support,1,261
185, Profit-focused systematic utilization,1,261
804, Secured attitude-oriented task-force,1,261
843, Quality-focused methodical forecast,1,261
888, Reactive actuating circuit,1,261
889, Phased bandwidth-monitored initiative,1,261
463, Intuitive next generation customer loyalty,1,261
269, Diverse bifurcated application,1,261
405, Persistent executive productivity,1,261
549, Reduced context-sensitive success,1,261
253, Enhanced incremental access,1,261
81, Ergonomic asynchronous superstructure,1,261
954, Configurable systemic middleware,1,261
170, Future-proofed holistic adapter,1,261
502, Open-source multimedia architecture,1,261
422, Enhanced empowering secured line,1,261
117, Object-based zero administration adapter,1,261
372, Team-oriented disintermediate circuit,1,261
339, Assimilated contextually-based budgetary management,1,261
600, Future-proofed secondary attitude,1,261
34, Devolved explicit collaboration,1,261
390, Integrated coherent website,1,261
33, Pre-emptive motivating workforce,1,261
531, Future-proofed responsive alliance,1,261
418, Open-architected 5thgeneration core,1,261
125, User-friendly needs-based service-desk,1,261
301, Stand-alone interactive Local Area Network,1,261
7, Optional zero tolerance monitoring,1,261
428, Universal cohesive time-frame,1,261
771, Reverse-engineered systemic open architecture,1,261
827, Down-sized intangible framework,1,261
283, Multi-lateral demand-driven intranet,1,261
377, User-centric zero-defect customer loyalty,1,261
807, Networked dedicated open system,1,261
700, Managed client-server core,1,261
432, Networked intangible time-frame,1,261
43, Implemented logistical instruction set,1,261
857, Sharable logistical workforce,1,261
587, Grass-roots cohesive collaboration,1,261
890, Versatile methodical methodology,1,261
332, Secured contextually-based success,1,261
319, Versatile radical capability,1,261
76, Self-enabling incremental focus group,1,261
297, User-friendly national circuit,1,261
129, Implemented didactic open system,1,261
203, Networked logistical circuit,1,261
789, Optional solution-oriented core,1,261
837, Extended intermediate secured line,1,261
681, Customer-focused reciprocal encoding,1,261
267, Ameliorated eco-centric paradigm,1,261
68, Multi-layered actuating policy,1,261
565, Phased uniform hub,1,261
187, Versatile composite project,1,261
864, Optional reciprocal implementation,1,261
861, Centralized systematic Graphic Interface,1,261
511, Virtual attitude-oriented migration,1,261
914, Proactive stable encryption,1,261
398, Extended asynchronous throughput,1,261
797, Automated leadingedge budgetary management,1,261
766, Switchable object-oriented migration,1,261
974, Face-to-face tangible service-desk,1,261
761, Polarized didactic open system,1,261
751, Exclusive neutral firmware,1,261
237, Focused mobile data-warehouse,1,261
425, Profit-focused directional workforce,1,261
262, Multi-lateral 3rdgeneration open architecture,1,261
323, Right-sized heuristic infrastructure,1,261
785, Versatile motivating system engine,1,261
978, Reverse-engineered client-driven monitoring,1,261
331, Switchable secondary flexibility,1,261
444, De-engineered 5thgeneration access,1,261
238, De-engineered uniform function,1,261
112, Proactive zero-defect encryption,1,261
407, Balanced non-volatile workforce,1,261
774, Quality-focused holistic support,1,261
411, Up-sized leadingedge migration,1,261
1115,New Book Title,1,261
90, Fully-configurable zero tolerance product,1,261
737, Extended even-keeled structure,1,261
139, Managed disintermediate complexity,1,261
124, Configurable reciprocal standardization,1,261
695, Operative system-worthy concept,1,261
452, Organic stable parallelism,1,261
116, Progressive bifurcated complexity,1,261
830, Digitized dynamic core,1,261
200, Digitized grid-enabled Local Area Network,1,261
828, Multi-channeled value-added monitoring,0,639
951, Implemented global data-warehouse,0,639
350, Triple-buffered system-worthy solution,0,639
539, Re-engineered demand-driven Graphic Interface,0,639
576, Reverse-engineered methodical orchestration,0,639
292, Managed clear-thinking capacity,0,639
929, Optional exuding knowledgebase,0,639
271, Customer-focused 3rdgeneration throughput,0,639
764, Switchable foreground definition,0,639
556, Expanded fault-tolerant archive,0,639
791, Intuitive eco-centric intranet,0,639
940, Adaptive mobile flexibility,0,639
113, Triple-buffered client-driven challenge,0,639
57, Multi-channeled neutral intranet,0,639
19, Switchable responsive data-warehouse,0,639
644, Exclusive leadingedge archive,0,639
508, Programmable explicit structure,0,639
266, Virtual dedicated migration,0,639
366, Function-based fault-tolerant matrices,0,639
307, Devolved directional structure,0,639
841, Triple-buffered 6thgeneration success,0,639
54, Reverse-engineered optimal open architecture,0,639
181, Virtual encompassing throughput,0,639
35, Upgradable demand-driven customer loyalty,0,639
220, Realigned bottom-line capability,0,639
823, Self-enabling actuating superstructure,0,639
400, Automated foreground complexity,0,639
714, Face-to-face mobile benchmark,0,639
534, Adaptive web-enabled instruction set,0,639
637, Secured national definition,0,639
222, Multi-tiered local interface,0,639
164, Cross-platform modular Graphical User Interface,0,639
777, Innovative global Graphical User Interface,0,639
186, Synchronized asynchronous solution,0,639
750, Cross-group fault-tolerant projection,0,639
182, Streamlined executive Local Area Network,0,639
143, Optimized disintermediate open architecture,0,639
228, Monitored systematic algorithm,0,639
667, Balanced attitude-oriented benchmark,0,639
668, Team-oriented fresh-thinking hardware,0,639
850, Secured explicit utilization,0,639
926, Seamless optimal extranet,0,639
645, Digitized scalable paradigm,0,639
438, Assimilated neutral software,0,639
483, De-engineered empowering adapter,0,639
646, Profit-focused web-enabled access,0,639
320, Business-focused 3rdgeneration paradigm,0,639
108, Integrated leadingedge toolset,0,639
589, Realigned bi-directional circuit,0,639
44, Multi-tiered neutral complexity,0,639
944, Reverse-engineered full-range artificial intelligence,0,639
847, Down-sized optimizing info-mediaries,0,639
419, Networked secondary architecture,0,639
664, Front-line bottom-line hierarchy,0,639
95, Operative bi-directional analyzer,0,639
519, Phased 3rdgeneration moderator,0,639
965, Down-sized client-driven leverage,0,639
30, Operative coherent leverage,0,639
521, Grass-roots intermediate array,0,639
936, Universal directional extranet,0,639
255, Organized methodical forecast,0,639
639, Visionary zero tolerance projection,0,639
296, Right-sized asynchronous knowledgebase,0,639
937, Sharable tangible Graphical User Interface,0,639
972, Proactive dynamic process improvement,0,639
443, Open-source 24hour infrastructure,0,639
39, Ameliorated scalable ability,0,639
526, Distributed bottom-line adapter,0,639
312, Total well-modulated intranet,0,639
683, Persevering full-range monitoring,0,639
317, Managed disintermediate circuit,0,639
702, Diverse interactive algorithm,0,639
126, Multi-tiered interactive hardware,0,639
194, Exclusive content-based open architecture,0,639
476, Intuitive encompassing functionalities,0,639
99, Synergized content-based matrices,0,639
629, Front-line 4thgeneration support,0,639
719, Automated coherent analyzer,0,639
318, Front-line 24hour parallelism,0,639
647, Object-based grid-enabled website,0,639
593, Object-based transitional collaboration,0,639
12, Object-based incremental database,0,639
479, Profound exuding analyzer,0,639
657, Synergistic leadingedge open system,0,639
474, Reduced asynchronous product,0,639
935, Programmable explicit info-mediaries,0,639
675, Grass-roots asymmetric initiative,0,639
264, Extended methodical data-warehouse,0,639
435, Progressive disintermediate customer loyalty,0,639
384, Vision-oriented next generation groupware,0,639
826, Virtual cohesive benchmark,0,639
431, Balanced object-oriented collaboration,0,639
911, Mandatory transitional benchmark,0,639
436, Devolved incremental model,0,639
870, Pre-emptive upward-trending system engine,0,639
263, Right-sized maximized model,0,639
836, Implemented fault-tolerant definition,0,639
780, Optional even-keeled Graphic Interface,0,639
768, Quality-focused disintermediate challenge,0,639
838, Upgradable needs-based challenge,0,639
149, Universal empowering archive,0,639
505, Extended 24/7 customer loyalty,0,639
328, User-friendly discrete software,0,639
525, Monitored neutral alliance,0,639
717, De-engineered value-added intranet,0,639
650, Centralized national website,0,639
210, Ergonomic next generation help-desk,0,639
